epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,582.286,1.3643,1.31497,1.49828,0.56993,0.64556,0.65343,0.32813,1.63752,1.45838,1.79351,0.0008647,0.0008647,0.0008647
43,595.882,1.35339,1.33029,1.4978,0.54912,0.66603,0.65614,0.34079,1.60709,1.41234,1.74266,0.0008614,0.0008614,0.0008614
44,609.323,1.35416,1.32331,1.50145,0.60639,0.64594,0.68513,0.35528,1.56116,1.38275,1.74782,0.0008581,0.0008581,0.0008581
45,623.638,1.35291,1.33277,1.50602,0.53931,0.6274,0.63296,0.30567,1.6665,1.4978,1.84928,0.0008548,0.0008548,0.0008548
46,637.1,1.33944,1.30394,1.49815,0.57303,0.65411,0.66191,0.33319,1.63444,1.413,1.81129,0.0008515,0.0008515,0.0008515
47,650.479,1.35637,1.31076,1.5094,0.56854,0.65539,0.67825,0.33945,1.61436,1.39255,1.78614,0.0008482,0.0008482,0.0008482
48,663.968,1.32139,1.28154,1.47825,0.62807,0.57565,0.64916,0.32373,1.63705,1.45296,1.80265,0.0008449,0.0008449,0.0008449
49,677.455,1.35388,1.33386,1.50576,0.65056,0.57986,0.65025,0.33478,1.57714,1.4582,1.78527,0.0008416,0.0008416,0.0008416
50,690.925,1.31342,1.28273,1.47687,0.61187,0.63631,0.66882,0.33391,1.65693,1.43566,1.82763,0.0008383,0.0008383,0.0008383
51,704.377,1.3409,1.28297,1.48034,0.55994,0.65123,0.62709,0.32006,1.58337,1.48508,1.77798,0.000835,0.000835,0.000835
52,717.823,1.31825,1.25335,1.47465,0.57272,0.67766,0.67091,0.34293,1.61951,1.41257,1.75593,0.0008317,0.0008317,0.0008317
53,731.262,1.33713,1.30524,1.49157,0.59925,0.6137,0.65614,0.33673,1.56907,1.4253,1.74595,0.0008284,0.0008284,0.0008284
54,744.673,1.2897,1.23908,1.45465,0.64756,0.63528,0.68834,0.34888,1.61947,1.40835,1.79639,0.0008251,0.0008251,0.0008251
55,758.074,1.30066,1.22742,1.4648,0.7232,0.58662,0.69037,0.35568,1.60415,1.32979,1.76719,0.0008218,0.0008218,0.0008218
56,772.455,1.33885,1.25926,1.47896,0.65773,0.55077,0.64083,0.32396,1.64988,1.43764,1.83018,0.0008185,0.0008185,0.0008185
57,786.22,1.3224,1.23633,1.48068,0.57858,0.65083,0.67726,0.34117,1.6384,1.40226,1.77821,0.0008152,0.0008152,0.0008152
58,799.894,1.32398,1.24833,1.47676,0.62899,0.64107,0.70165,0.37476,1.54927,1.36389,1.74366,0.0008119,0.0008119,0.0008119
59,814.452,1.28988,1.22205,1.45336,0.5813,0.65518,0.67939,0.34278,1.59536,1.36172,1.76849,0.0008086,0.0008086,0.0008086
60,828.17,1.33192,1.24952,1.47809,0.54625,0.66605,0.66395,0.32964,1.65458,1.39952,1.85549,0.0008053,0.0008053,0.0008053
61,841.864,1.29543,1.23205,1.45371,0.61547,0.61102,0.65728,0.32345,1.64434,1.42543,1.77107,0.000802,0.000802,0.000802
62,855.572,1.31503,1.2401,1.46272,0.52847,0.65433,0.63909,0.31784,1.66391,1.43557,1.81786,0.0007987,0.0007987,0.0007987
63,869.126,1.29627,1.24205,1.46384,0.55062,0.59184,0.61452,0.29434,1.78135,1.55755,1.8802,0.0007954,0.0007954,0.0007954
64,882.594,1.2912,1.20896,1.44883,0.56969,0.67923,0.66536,0.33199,1.61931,1.40201,1.79192,0.0007921,0.0007921,0.0007921
65,896.049,1.28326,1.19306,1.43915,0.59856,0.67023,0.67038,0.34693,1.59808,1.37589,1.7813,0.0007888,0.0007888,0.0007888
66,909.552,1.28944,1.20937,1.45577,0.62082,0.61745,0.65381,0.33356,1.62836,1.39063,1.77579,0.0007855,0.0007855,0.0007855
67,923.121,1.25729,1.17429,1.42559,0.64762,0.64537,0.67234,0.31686,1.68208,1.40638,1.81927,0.0007822,0.0007822,0.0007822
68,936.593,1.2932,1.18837,1.45093,0.65069,0.61811,0.67813,0.34089,1.63223,1.35427,1.79464,0.0007789,0.0007789,0.0007789
69,950.175,1.25802,1.14503,1.41812,0.64961,0.63076,0.67958,0.33605,1.65623,1.38039,1.8354,0.0007756,0.0007756,0.0007756
70,963.597,1.26882,1.16291,1.4421,0.58854,0.66917,0.68559,0.34744,1.61119,1.34388,1.79762,0.0007723,0.0007723,0.0007723
