epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
32,1189.79,0.42112,0.66047,0.34927,0.69019,0.63267,0.67352,0.34612,0.49214,0.7542,0.58355,0.0007954,0.0007954,0.0007954
33,1226.7,0.42092,0.66706,0.34728,0.6548,0.63251,0.67186,0.36835,0.45794,0.77547,0.51759,0.0007888,0.0007888,0.0007888
34,1264.11,0.42212,0.65764,0.3504,0.67256,0.67037,0.69022,0.38179,0.45589,0.7381,0.52542,0.0007822,0.0007822,0.0007822
35,1301.78,0.41417,0.6597,0.33603,0.64469,0.62912,0.65938,0.35249,0.49824,0.72861,0.61076,0.0007756,0.0007756,0.0007756
36,1338.48,0.41328,0.65224,0.34179,0.60131,0.67103,0.68293,0.37238,0.45568,0.76523,0.52632,0.000769,0.000769,0.000769
37,1375.21,0.40826,0.65398,0.33925,0.66895,0.64713,0.68412,0.362,0.49446,0.72886,0.56404,0.0007624,0.0007624,0.0007624
38,1412.14,0.40839,0.64663,0.33633,0.66036,0.63598,0.66462,0.36525,0.47553,0.78306,0.53936,0.0007558,0.0007558,0.0007558
39,1448.87,0.41161,0.64884,0.33689,0.60948,0.65414,0.66115,0.36145,0.47205,0.77087,0.55369,0.0007492,0.0007492,0.0007492
40,1485.58,0.41031,0.63995,0.33169,0.69879,0.68688,0.69175,0.36687,0.49464,0.70478,0.57841,0.0007426,0.0007426,0.0007426
41,1522.49,0.41,0.63495,0.33781,0.63218,0.67802,0.66898,0.36643,0.47973,0.722,0.58386,0.000736,0.000736,0.000736
42,1559.22,0.40292,0.64177,0.33436,0.65472,0.64049,0.67004,0.35415,0.49938,0.71607,0.56772,0.0007294,0.0007294,0.0007294
43,1596.2,0.40917,0.64441,0.33943,0.64079,0.62845,0.65331,0.35453,0.4763,0.7579,0.53997,0.0007228,0.0007228,0.0007228
44,1632.93,0.40761,0.63186,0.33058,0.66345,0.64484,0.67628,0.37526,0.47655,0.73332,0.55413,0.0007162,0.0007162,0.0007162
45,1669.83,0.39539,0.63326,0.31971,0.6303,0.54112,0.572,0.29634,0.54023,0.87542,0.61901,0.0007096,0.0007096,0.0007096
46,1706.54,0.40636,0.63943,0.32643,0.61043,0.6099,0.62196,0.34277,0.4986,0.77101,0.5892,0.000703,0.000703,0.000703
47,1743.2,0.39148,0.62923,0.32109,0.64842,0.61221,0.65,0.35745,0.465,0.76874,0.54506,0.0006964,0.0006964,0.0006964
48,1780.12,0.39481,0.61956,0.33011,0.65424,0.63091,0.65121,0.33858,0.51242,0.71632,0.61053,0.0006898,0.0006898,0.0006898
49,1816.86,0.39962,0.60169,0.33057,0.62722,0.68246,0.67406,0.3758,0.48187,0.69406,0.5506,0.0006832,0.0006832,0.0006832
50,1853.81,0.39582,0.60454,0.32552,0.62029,0.66907,0.66538,0.3672,0.48153,0.73163,0.55747,0.0006766,0.0006766,0.0006766
51,1890.54,0.39358,0.61388,0.32415,0.65356,0.65665,0.65943,0.35755,0.48389,0.73702,0.57332,0.00067,0.00067,0.00067
52,1927.29,0.3909,0.59886,0.32145,0.73116,0.62934,0.68146,0.36411,0.48724,0.73205,0.58906,0.0006634,0.0006634,0.0006634
53,1964.19,0.39433,0.59701,0.3213,0.67035,0.64018,0.67979,0.37131,0.48366,0.73482,0.57333,0.0006568,0.0006568,0.0006568
54,2000.88,0.38495,0.59143,0.31985,0.66879,0.65342,0.69624,0.37555,0.47612,0.71632,0.56197,0.0006502,0.0006502,0.0006502
55,2037.77,0.39084,0.59065,0.31788,0.69781,0.64901,0.68815,0.37936,0.49993,0.68544,0.6051,0.0006436,0.0006436,0.0006436
56,2074.52,0.38904,0.57762,0.3234,0.64291,0.67304,0.66684,0.35625,0.51279,0.70462,0.60352,0.000637,0.000637,0.000637
57,2111.28,0.38866,0.56688,0.3121,0.7022,0.64054,0.68014,0.36698,0.49701,0.70773,0.59585,0.0006304,0.0006304,0.0006304
58,2148.24,0.38712,0.57056,0.31437,0.6594,0.63577,0.66003,0.3679,0.50349,0.70349,0.5969,0.0006238,0.0006238,0.0006238
59,2184.98,0.3864,0.5823,0.30976,0.61978,0.67794,0.68281,0.35931,0.48992,0.72623,0.58438,0.0006172,0.0006172,0.0006172
60,2221.89,0.37555,0.57565,0.3103,0.69564,0.65965,0.67803,0.37908,0.49063,0.70477,0.61284,0.0006106,0.0006106,0.0006106
61,2258.7,0.37777,0.57739,0.31016,0.63415,0.68298,0.68154,0.37445,0.50232,0.67001,0.59689,0.000604,0.000604,0.000604
62,2295.47,0.3802,0.5773,0.31277,0.70502,0.66312,0.69696,0.38143,0.50418,0.6981,0.5913,0.0005974,0.0005974,0.0005974
63,2332.51,0.37671,0.5713,0.30741,0.67099,0.65024,0.67754,0.35783,0.50467,0.72617,0.59502,0.0005908,0.0005908,0.0005908
64,2369.26,0.36819,0.57046,0.30221,0.66802,0.64935,0.67208,0.3612,0.53114,0.7067,0.62613,0.0005842,0.0005842,0.0005842
65,2405.99,0.3757,0.57529,0.3038,0.70371,0.65996,0.68294,0.36465,0.50612,0.70718,0.6285,0.0005776,0.0005776,0.0005776
66,2442.89,0.367,0.56405,0.29158,0.74143,0.60592,0.67622,0.36199,0.5066,0.7233,0.6035,0.000571,0.000571,0.000571
67,2479.63,0.36435,0.56217,0.29751,0.6443,0.67546,0.68292,0.36459,0.50212,0.74687,0.60792,0.0005644,0.0005644,0.0005644
68,2516.6,0.37048,0.5573,0.29751,0.67767,0.66233,0.68081,0.3723,0.50177,0.70344,0.6141,0.0005578,0.0005578,0.0005578
69,2553.33,0.36244,0.55748,0.29394,0.68805,0.63952,0.68265,0.37553,0.49567,0.70382,0.59595,0.0005512,0.0005512,0.0005512
70,2590.06,0.36143,0.54607,0.29261,0.72492,0.65759,0.69908,0.37213,0.50249,0.6912,0.61646,0.0005446,0.0005446,0.0005446
71,2627.02,0.35859,0.54909,0.28601,0.71544,0.64582,0.6858,0.37778,0.50441,0.7064,0.60994,0.000538,0.000538,0.000538
72,2663.7,0.3523,0.53975,0.29197,0.67793,0.6752,0.68738,0.36896,0.49046,0.70988,0.5935,0.0005314,0.0005314,0.0005314
73,2700.64,0.35405,0.54201,0.28497,0.66942,0.64295,0.67876,0.37201,0.5109,0.68945,0.61338,0.0005248,0.0005248,0.0005248
74,2737.26,0.35087,0.54885,0.28759,0.64739,0.6502,0.66459,0.37838,0.50603,0.71134,0.59494,0.0005182,0.0005182,0.0005182
75,2773.93,0.35464,0.53331,0.28422,0.67911,0.67664,0.69794,0.37135,0.51639,0.67707,0.61142,0.0005116,0.0005116,0.0005116
76,2810.82,0.34868,0.53778,0.2845,0.66837,0.67308,0.68713,0.36878,0.51509,0.70465,0.61901,0.000505,0.000505,0.000505
77,2847.55,0.34884,0.52822,0.28405,0.70388,0.6669,0.69872,0.38027,0.50883,0.68743,0.61363,0.0004984,0.0004984,0.0004984
78,2884.45,0.34157,0.53392,0.28249,0.68888,0.67489,0.68768,0.39024,0.49515,0.67959,0.59473,0.0004918,0.0004918,0.0004918
79,2921.92,0.34486,0.51923,0.28113,0.70105,0.65591,0.68768,0.37602,0.50607,0.7022,0.63227,0.0004852,0.0004852,0.0004852
80,2958.62,0.34092,0.5122,0.27371,0.69226,0.65038,0.68842,0.37773,0.5112,0.69212,0.61173,0.0004786,0.0004786,0.0004786
81,2995.54,0.34681,0.51107,0.2771,0.71673,0.6273,0.67125,0.3596,0.53092,0.68641,0.64551,0.000472,0.000472,0.000472
82,3032.29,0.34326,0.50536,0.27204,0.71048,0.63723,0.68281,0.35746,0.52807,0.70719,0.6478,0.0004654,0.0004654,0.0004654
83,3069.29,0.33393,0.51689,0.27193,0.65669,0.65855,0.68447,0.38167,0.50552,0.69907,0.6087,0.0004588,0.0004588,0.0004588
84,3106.05,0.33279,0.50253,0.26919,0.71874,0.64857,0.67877,0.37279,0.51164,0.70972,0.62214,0.0004522,0.0004522,0.0004522
85,3142.76,0.33162,0.48823,0.2685,0.72728,0.65067,0.69519,0.37727,0.52087,0.68857,0.64574,0.0004456,0.0004456,0.0004456
86,3179.7,0.32883,0.51064,0.26566,0.73182,0.66797,0.68715,0.37113,0.51761,0.70623,0.63144,0.000439,0.000439,0.000439
87,3216.48,0.33563,0.51054,0.2657,0.71093,0.60751,0.67805,0.36161,0.52203,0.71123,0.63844,0.0004324,0.0004324,0.0004324
88,3253.4,0.32732,0.5098,0.26612,0.73073,0.64384,0.69902,0.38444,0.52373,0.68075,0.62802,0.0004258,0.0004258,0.0004258
89,3290.16,0.32569,0.50054,0.26018,0.65243,0.66837,0.68091,0.38183,0.50964,0.70232,0.62708,0.0004192,0.0004192,0.0004192
90,3326.87,0.32856,0.5004,0.2664,0.74503,0.63078,0.69104,0.37001,0.52056,0.71159,0.64668,0.0004126,0.0004126,0.0004126
91,3363.8,0.329,0.48468,0.26003,0.72964,0.65963,0.6967,0.37956,0.52083,0.67708,0.65911,0.000406,0.000406,0.000406
92,3400.48,0.31896,0.47952,0.25103,0.73566,0.63616,0.69832,0.38051,0.49802,0.70271,0.62298,0.0003994,0.0003994,0.0003994
93,3437.44,0.32077,0.47053,0.25426,0.69853,0.65405,0.68533,0.37607,0.51349,0.70445,0.62629,0.0003928,0.0003928,0.0003928
94,3474.12,0.30867,0.48289,0.24463,0.72259,0.65819,0.68967,0.37626,0.52055,0.70094,0.64488,0.0003862,0.0003862,0.0003862
95,3510.84,0.31718,0.48422,0.24793,0.70552,0.64115,0.66408,0.35964,0.54547,0.69465,0.72036,0.0003796,0.0003796,0.0003796
96,3547.76,0.31379,0.47953,0.24731,0.69915,0.6307,0.65221,0.3472,0.55335,0.71321,0.71983,0.000373,0.000373,0.000373
97,3584.43,0.31549,0.48695,0.25833,0.73984,0.63495,0.68829,0.36588,0.53269,0.69499,0.66318,0.0003664,0.0003664,0.0003664
98,3621.37,0.32337,0.47795,0.25352,0.75793,0.63008,0.69726,0.38431,0.52737,0.69436,0.6444,0.0003598,0.0003598,0.0003598
99,3658.04,0.30275,0.45797,0.24151,0.72049,0.67862,0.68986,0.37401,0.5227,0.71596,0.63223,0.0003532,0.0003532,0.0003532
100,3694.75,0.30378,0.45822,0.23969,0.7634,0.63017,0.67927,0.35937,0.55922,0.67136,0.70769,0.0003466,0.0003466,0.0003466
101,3731.7,0.30385,0.46663,0.24225,0.72555,0.65373,0.68734,0.36476,0.54677,0.67872,0.67337,0.00034,0.00034,0.00034
102,3768.42,0.30023,0.46206,0.23467,0.71163,0.63996,0.67537,0.36484,0.53124,0.68794,0.67066,0.0003334,0.0003334,0.0003334
103,3805.34,0.30621,0.44576,0.24478,0.72587,0.64707,0.68105,0.38091,0.53186,0.69352,0.66371,0.0003268,0.0003268,0.0003268
104,3842.1,0.30342,0.45826,0.24456,0.72065,0.66761,0.6923,0.36398,0.53858,0.68251,0.69423,0.0003202,0.0003202,0.0003202
105,3878.83,0.29352,0.45098,0.22675,0.70679,0.65458,0.70167,0.38365,0.52522,0.69141,0.66238,0.0003136,0.0003136,0.0003136
106,3915.77,0.29572,0.45027,0.23124,0.69519,0.65658,0.68277,0.37859,0.52972,0.69762,0.6587,0.000307,0.000307,0.000307
107,3952.48,0.29202,0.44305,0.22564,0.69444,0.67131,0.68887,0.37569,0.53348,0.69361,0.68575,0.0003004,0.0003004,0.0003004
108,3989.44,0.29514,0.4446,0.23434,0.76488,0.6318,0.68757,0.37908,0.52903,0.68722,0.64543,0.0002938,0.0002938,0.0002938
109,4026.14,0.29181,0.43972,0.22714,0.77299,0.63491,0.69393,0.37852,0.52914,0.69313,0.66256,0.0002872,0.0002872,0.0002872
110,4063.05,0.28925,0.44495,0.22306,0.68989,0.68814,0.69351,0.36998,0.53868,0.71234,0.65756,0.0002806,0.0002806,0.0002806
111,4099.75,0.28663,0.43075,0.2226,0.75911,0.66964,0.70659,0.37225,0.5309,0.71049,0.66752,0.000274,0.000274,0.000274
112,4136.48,0.27707,0.42496,0.21583,0.71329,0.67081,0.68733,0.37526,0.53587,0.69669,0.66489,0.0002674,0.0002674,0.0002674
113,4173.42,0.28191,0.4251,0.21251,0.70987,0.66492,0.69303,0.38205,0.54859,0.68581,0.69629,0.0002608,0.0002608,0.0002608
114,4210.13,0.27545,0.435,0.2115,0.71611,0.66397,0.67644,0.36398,0.53709,0.74438,0.65952,0.0002542,0.0002542,0.0002542
115,4247,0.27482,0.42402,0.21027,0.75333,0.67339,0.69993,0.3757,0.54083,0.70998,0.68716,0.0002476,0.0002476,0.0002476
116,4283.71,0.27281,0.43299,0.21105,0.7413,0.66808,0.69302,0.38083,0.53283,0.69966,0.66686,0.000241,0.000241,0.000241
117,4320.4,0.26939,0.43274,0.20723,0.74553,0.64437,0.68445,0.37445,0.53371,0.72654,0.66374,0.0002344,0.0002344,0.0002344
118,4357.28,0.27424,0.42936,0.21191,0.69551,0.65148,0.67037,0.37594,0.54693,0.69865,0.70235,0.0002278,0.0002278,0.0002278
119,4393.94,0.27257,0.42136,0.21263,0.72853,0.63955,0.6814,0.37127,0.54361,0.7447,0.67513,0.0002212,0.0002212,0.0002212
120,4430.8,0.26293,0.40984,0.20613,0.71157,0.63953,0.67429,0.36904,0.55261,0.73172,0.69938,0.0002146,0.0002146,0.0002146
121,4467.49,0.2731,0.4214,0.20539,0.74007,0.65014,0.68634,0.36646,0.55659,0.67587,0.71134,0.000208,0.000208,0.000208
122,4504.28,0.26657,0.4093,0.205,0.71165,0.67596,0.68237,0.36756,0.55545,0.69673,0.69106,0.0002014,0.0002014,0.0002014
123,4541.16,0.26286,0.4066,0.19594,0.76682,0.65275,0.7027,0.37653,0.55046,0.67219,0.71201,0.0001948,0.0001948,0.0001948
124,4577.92,0.26374,0.41379,0.20633,0.7365,0.64105,0.68645,0.37482,0.54715,0.70987,0.70255,0.0001882,0.0001882,0.0001882
125,4614.8,0.25603,0.40438,0.19767,0.73395,0.66188,0.69319,0.37376,0.54932,0.71251,0.70737,0.0001816,0.0001816,0.0001816
126,4651.43,0.2549,0.40134,0.19451,0.74082,0.64082,0.68587,0.3779,0.54719,0.7088,0.70961,0.000175,0.000175,0.000175
127,4688.11,0.25699,0.38944,0.19978,0.7461,0.66103,0.69706,0.37833,0.56065,0.68724,0.73265,0.0001684,0.0001684,0.0001684
128,4725.01,0.2542,0.39551,0.19487,0.74856,0.65204,0.68243,0.37546,0.56235,0.70185,0.72913,0.0001618,0.0001618,0.0001618
129,4761.68,0.25192,0.3956,0.19496,0.72378,0.67596,0.68683,0.37519,0.56316,0.68281,0.74595,0.0001552,0.0001552,0.0001552
130,4798.68,0.25154,0.39252,0.19006,0.73211,0.64177,0.68441,0.36772,0.56698,0.7024,0.75506,0.0001486,0.0001486,0.0001486
131,4835.38,0.24808,0.38601,0.18979,0.73853,0.66963,0.68825,0.38197,0.5625,0.6989,0.73969,0.000142,0.000142,0.000142
132,4872.11,0.24724,0.3915,0.18875,0.72253,0.67714,0.68751,0.38314,0.55852,0.69594,0.72739,0.0001354,0.0001354,0.0001354
133,4908.99,0.25152,0.39399,0.1905,0.76055,0.64072,0.68365,0.37595,0.5641,0.70069,0.7361,0.0001288,0.0001288,0.0001288
134,4945.65,0.24303,0.38898,0.1892,0.73384,0.63915,0.68141,0.37607,0.55773,0.71101,0.73753,0.0001222,0.0001222,0.0001222
135,4982.51,0.23973,0.37637,0.1837,0.73672,0.67187,0.68173,0.38493,0.56832,0.7049,0.74496,0.0001156,0.0001156,0.0001156
136,5019.21,0.24275,0.37607,0.18353,0.73419,0.67824,0.69128,0.38409,0.56835,0.70842,0.73624,0.000109,0.000109,0.000109
137,5055.88,0.24585,0.38147,0.18666,0.72975,0.63754,0.67757,0.37872,0.57007,0.7149,0.75703,0.0001024,0.0001024,0.0001024
138,5092.78,0.24276,0.38735,0.18168,0.70013,0.6667,0.67262,0.36262,0.57044,0.72078,0.75348,9.58e-05,9.58e-05,9.58e-05
139,5129.47,0.23637,0.37526,0.17848,0.7435,0.64749,0.67789,0.36985,0.56474,0.7304,0.72947,8.92e-05,8.92e-05,8.92e-05
140,5166.39,0.23561,0.38177,0.17798,0.7018,0.66861,0.67794,0.37123,0.56692,0.71504,0.75541,8.26e-05,8.26e-05,8.26e-05
141,5204.1,0.19154,0.34227,0.18051,0.70163,0.6643,0.67433,0.37346,0.56207,0.71106,0.73453,7.6e-05,7.6e-05,7.6e-05
142,5241.46,0.1827,0.31187,0.1666,0.72981,0.65437,0.67974,0.37303,0.56244,0.71679,0.734,6.94e-05,6.94e-05,6.94e-05
143,5279.02,0.18323,0.31142,0.1709,0.69714,0.67275,0.68138,0.37807,0.55419,0.73421,0.72209,6.28e-05,6.28e-05,6.28e-05
144,5316.36,0.17213,0.29592,0.15843,0.73961,0.63147,0.67508,0.36913,0.56488,0.74278,0.74422,5.62e-05,5.62e-05,5.62e-05
145,5353.86,0.16888,0.2934,0.15526,0.66447,0.69366,0.678,0.37744,0.55845,0.73134,0.74262,4.96e-05,4.96e-05,4.96e-05
146,5391.25,0.17147,0.2983,0.16062,0.73319,0.64158,0.67822,0.37464,0.55817,0.72415,0.7444,4.3e-05,4.3e-05,4.3e-05
147,5428.8,0.1707,0.28987,0.15494,0.73071,0.64495,0.67234,0.37188,0.55349,0.73997,0.75084,3.64e-05,3.64e-05,3.64e-05
148,5466.15,0.16602,0.29086,0.1511,0.75572,0.63873,0.67586,0.37122,0.55489,0.74994,0.74025,2.98e-05,2.98e-05,2.98e-05
149,5503.47,0.16243,0.27861,0.14572,0.70985,0.65865,0.67263,0.37119,0.5572,0.72987,0.7447,2.32e-05,2.32e-05,2.32e-05
150,5541.06,0.16462,0.27496,0.14436,0.72624,0.64137,0.67025,0.37166,0.56095,0.73331,0.75155,1.66e-05,1.66e-05,1.66e-05
