epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
24,901.778,0.43166,0.70439,0.35697,0.6101,0.55692,0.60116,0.32105,0.50685,0.78803,0.60165,0.0008482,0.0008482,0.0008482
25,938.047,0.43078,0.68169,0.35398,0.59471,0.61336,0.63471,0.32486,0.48147,0.81209,0.56653,0.0008416,0.0008416,0.0008416
26,974.642,0.42473,0.67571,0.34802,0.64961,0.62633,0.66239,0.35013,0.48445,0.76732,0.53398,0.000835,0.000835,0.000835
27,1011.19,0.42645,0.66595,0.35236,0.73359,0.59363,0.67715,0.37219,0.49215,0.71322,0.56537,0.0008284,0.0008284,0.0008284
28,1048.61,0.42912,0.67161,0.34905,0.71884,0.60269,0.64428,0.35445,0.48288,0.74215,0.57136,0.0008218,0.0008218,0.0008218
29,1085.35,0.41704,0.66573,0.34383,0.66067,0.67535,0.68517,0.37278,0.46274,0.7438,0.54734,0.0008152,0.0008152,0.0008152
30,1122.39,0.41523,0.65968,0.34552,0.6892,0.57183,0.6454,0.3388,0.51992,0.74093,0.61515,0.0008086,0.0008086,0.0008086
31,1159.03,0.41997,0.66696,0.35258,0.6282,0.58163,0.62513,0.31847,0.50094,0.78959,0.62188,0.000802,0.000802,0.000802
32,1195.11,0.41872,0.65215,0.34444,0.694,0.64829,0.67955,0.3431,0.51439,0.74511,0.6175,0.0007954,0.0007954,0.0007954
33,1231.35,0.42092,0.64646,0.34437,0.65343,0.6543,0.66971,0.35793,0.46732,0.78436,0.53279,0.0007888,0.0007888,0.0007888
34,1267.41,0.41278,0.65733,0.33733,0.66794,0.63145,0.67125,0.35646,0.47302,0.75039,0.5395,0.0007822,0.0007822,0.0007822
35,1303.49,0.41284,0.65395,0.33824,0.6154,0.64684,0.65849,0.35343,0.49528,0.72797,0.5965,0.0007756,0.0007756,0.0007756
36,1339.85,0.41074,0.64502,0.3388,0.66907,0.67474,0.69553,0.37646,0.47071,0.74699,0.54744,0.000769,0.000769,0.000769
37,1376.68,0.40864,0.63474,0.34196,0.70913,0.65096,0.69552,0.38796,0.47131,0.72621,0.55447,0.0007624,0.0007624,0.0007624
38,1413.9,0.4063,0.63337,0.33387,0.64551,0.67082,0.68506,0.376,0.46842,0.76818,0.54716,0.0007558,0.0007558,0.0007558
39,1449.93,0.41258,0.62672,0.34304,0.58783,0.6428,0.63933,0.3421,0.50341,0.73655,0.58945,0.0007492,0.0007492,0.0007492
40,1486.33,0.40928,0.63493,0.33388,0.68514,0.62658,0.67531,0.36092,0.47614,0.75004,0.56145,0.0007426,0.0007426,0.0007426
41,1522.6,0.40265,0.6338,0.32664,0.63835,0.62848,0.65065,0.3662,0.48053,0.72819,0.58728,0.000736,0.000736,0.000736
42,1558.85,0.39852,0.63698,0.32954,0.6486,0.63651,0.66639,0.36228,0.48295,0.72278,0.57064,0.0007294,0.0007294,0.0007294
43,1595.24,0.4083,0.62642,0.33648,0.65857,0.6648,0.66521,0.36282,0.496,0.69802,0.59615,0.0007228,0.0007228,0.0007228
44,1631.4,0.40726,0.62012,0.33458,0.62746,0.66056,0.66608,0.36886,0.47537,0.71877,0.56599,0.0007162,0.0007162,0.0007162
45,1667.46,0.39173,0.61158,0.32845,0.6311,0.67378,0.67061,0.35473,0.50028,0.69513,0.58283,0.0007096,0.0007096,0.0007096
46,1703.77,0.40269,0.61552,0.32609,0.63571,0.63938,0.65972,0.34746,0.49869,0.75235,0.59368,0.000703,0.000703,0.000703
47,1739.84,0.39187,0.60522,0.32275,0.65525,0.68835,0.68599,0.38471,0.46937,0.70761,0.55095,0.0006964,0.0006964,0.0006964
48,1776.18,0.38852,0.59556,0.32439,0.68073,0.65898,0.67205,0.35778,0.5139,0.69408,0.60537,0.0006898,0.0006898,0.0006898
49,1812.27,0.39454,0.58602,0.32583,0.66017,0.68576,0.68736,0.37407,0.48528,0.70052,0.56751,0.0006832,0.0006832,0.0006832
50,1848.39,0.38473,0.58461,0.31326,0.63961,0.68127,0.67728,0.36031,0.5052,0.70785,0.58032,0.0006766,0.0006766,0.0006766
51,1884.78,0.38485,0.59432,0.31874,0.66267,0.60046,0.63462,0.3378,0.51723,0.72776,0.62998,0.00067,0.00067,0.00067
52,1920.95,0.38709,0.60104,0.31686,0.67683,0.68659,0.70895,0.37287,0.465,0.74874,0.55132,0.0006634,0.0006634,0.0006634
53,1957.37,0.38958,0.58583,0.31867,0.6593,0.66322,0.6767,0.37417,0.48782,0.70536,0.58229,0.0006568,0.0006568,0.0006568
54,1993.49,0.38172,0.5885,0.31684,0.6519,0.66184,0.67071,0.36602,0.49011,0.72263,0.56276,0.0006502,0.0006502,0.0006502
55,2029.6,0.39064,0.58988,0.31999,0.66867,0.65454,0.66159,0.37137,0.50289,0.70242,0.58674,0.0006436,0.0006436,0.0006436
56,2065.96,0.38574,0.57402,0.32023,0.67504,0.68539,0.69578,0.37447,0.505,0.68007,0.60608,0.000637,0.000637,0.000637
57,2102.13,0.37539,0.55585,0.29901,0.7105,0.68074,0.72055,0.38853,0.48396,0.67942,0.58501,0.0006304,0.0006304,0.0006304
58,2139.31,0.38037,0.58087,0.3049,0.67249,0.66213,0.68996,0.37912,0.46678,0.74211,0.54891,0.0006238,0.0006238,0.0006238
59,2175.59,0.37992,0.56941,0.30554,0.69632,0.63631,0.6737,0.37461,0.47438,0.7313,0.54835,0.0006172,0.0006172,0.0006172
60,2211.79,0.36465,0.56806,0.3011,0.65619,0.66387,0.66831,0.36608,0.5101,0.70469,0.63105,0.0006106,0.0006106,0.0006106
61,2248.19,0.37302,0.56955,0.30516,0.68453,0.65024,0.68855,0.37672,0.48637,0.70274,0.57937,0.000604,0.000604,0.000604
62,2284.43,0.371,0.57097,0.30665,0.70858,0.64602,0.66781,0.35559,0.52354,0.70723,0.61818,0.0005974,0.0005974,0.0005974
63,2320.82,0.36804,0.5663,0.29584,0.69911,0.66207,0.69009,0.37061,0.51393,0.70174,0.61236,0.0005908,0.0005908,0.0005908
64,2357.04,0.35876,0.56551,0.29546,0.6972,0.66489,0.68313,0.36539,0.52488,0.68632,0.64979,0.0005842,0.0005842,0.0005842
65,2393.41,0.37137,0.55375,0.29578,0.69626,0.66374,0.69114,0.39216,0.49231,0.67771,0.58703,0.0005776,0.0005776,0.0005776
66,2430.4,0.36478,0.53836,0.29202,0.72618,0.65888,0.72743,0.39533,0.49915,0.68826,0.61724,0.000571,0.000571,0.000571
67,2467.26,0.3607,0.54814,0.29339,0.65884,0.68149,0.69214,0.35677,0.53385,0.67613,0.65045,0.0005644,0.0005644,0.0005644
68,2503.68,0.36241,0.54393,0.29166,0.6914,0.63192,0.68679,0.36475,0.50114,0.69427,0.59134,0.0005578,0.0005578,0.0005578
69,2539.86,0.36047,0.53653,0.29194,0.72868,0.65069,0.70172,0.36777,0.51182,0.6897,0.62906,0.0005512,0.0005512,0.0005512
70,2576.21,0.35199,0.53996,0.28402,0.65562,0.69436,0.69573,0.37321,0.51793,0.68852,0.61495,0.0005446,0.0005446,0.0005446
71,2612.35,0.35646,0.52548,0.28218,0.68451,0.62717,0.6769,0.35895,0.53232,0.71158,0.63447,0.000538,0.000538,0.000538
72,2648.72,0.34721,0.52729,0.28531,0.72431,0.66781,0.69715,0.38358,0.5068,0.6842,0.61942,0.0005314,0.0005314,0.0005314
73,2684.87,0.35019,0.52039,0.28482,0.66077,0.67925,0.67696,0.37043,0.53029,0.70625,0.6481,0.0005248,0.0005248,0.0005248
74,2721.08,0.34239,0.51567,0.28586,0.63503,0.66351,0.67949,0.3665,0.53072,0.71194,0.63607,0.0005182,0.0005182,0.0005182
75,2757.43,0.34733,0.52514,0.27832,0.68982,0.68876,0.71211,0.38775,0.51236,0.67907,0.62642,0.0005116,0.0005116,0.0005116
76,2793.59,0.34535,0.52055,0.28066,0.71682,0.64237,0.68232,0.36866,0.53204,0.71635,0.67106,0.000505,0.000505,0.000505
77,2829.96,0.34674,0.50524,0.28721,0.71258,0.65912,0.69294,0.38049,0.50544,0.7045,0.63311,0.0004984,0.0004984,0.0004984
78,2866.07,0.34008,0.52029,0.28079,0.74282,0.63753,0.68918,0.38006,0.51599,0.69144,0.6259,0.0004918,0.0004918,0.0004918
79,2902.41,0.33778,0.51982,0.27661,0.68059,0.66853,0.67687,0.3767,0.51391,0.68309,0.62089,0.0004852,0.0004852,0.0004852
80,2938.54,0.33539,0.5063,0.26902,0.75359,0.62165,0.67989,0.36705,0.51858,0.69397,0.61472,0.0004786,0.0004786,0.0004786
81,2974.71,0.33334,0.50308,0.26301,0.76505,0.61252,0.68647,0.38305,0.5259,0.69549,0.64299,0.000472,0.000472,0.000472
82,3011.1,0.32934,0.50114,0.2619,0.7013,0.66486,0.68341,0.3803,0.51722,0.68373,0.64078,0.0004654,0.0004654,0.0004654
83,3047.19,0.32458,0.5071,0.25997,0.6958,0.68889,0.70345,0.3932,0.52141,0.69202,0.65152,0.0004588,0.0004588,0.0004588
84,3083.57,0.3249,0.49099,0.26033,0.69223,0.65827,0.68054,0.37205,0.53269,0.69348,0.66796,0.0004522,0.0004522,0.0004522
85,3119.91,0.32007,0.48881,0.25658,0.73091,0.65811,0.69459,0.39039,0.51138,0.69527,0.61878,0.0004456,0.0004456,0.0004456
86,3156.15,0.3259,0.49387,0.26793,0.68123,0.67684,0.68138,0.37603,0.53088,0.67157,0.67766,0.000439,0.000439,0.000439
87,3192.53,0.3271,0.4998,0.25812,0.68398,0.70365,0.71173,0.39483,0.5076,0.66717,0.61293,0.0004324,0.0004324,0.0004324
88,3228.69,0.3209,0.48712,0.26129,0.71449,0.67761,0.70031,0.37605,0.52307,0.66141,0.67603,0.0004258,0.0004258,0.0004258
89,3264.93,0.323,0.4857,0.25818,0.68654,0.66195,0.66406,0.365,0.53123,0.70391,0.66102,0.0004192,0.0004192,0.0004192
90,3301.04,0.31912,0.4781,0.25633,0.71812,0.65965,0.68968,0.37937,0.52985,0.69527,0.65541,0.0004126,0.0004126,0.0004126
91,3337.18,0.31533,0.47432,0.24473,0.72017,0.67774,0.6962,0.3951,0.50767,0.68411,0.6204,0.000406,0.000406,0.000406
92,3373.46,0.30767,0.46191,0.24218,0.69584,0.64754,0.67137,0.37472,0.53301,0.6697,0.69862,0.0003994,0.0003994,0.0003994
93,3409.54,0.31118,0.46875,0.24273,0.71686,0.6516,0.68956,0.37738,0.51251,0.70519,0.63581,0.0003928,0.0003928,0.0003928
94,3445.65,0.30333,0.47108,0.24528,0.70902,0.66748,0.68555,0.37513,0.53009,0.69678,0.66594,0.0003862,0.0003862,0.0003862
95,3482.17,0.30846,0.46986,0.23976,0.70393,0.63323,0.66621,0.36167,0.52841,0.71232,0.67256,0.0003796,0.0003796,0.0003796
96,3518.69,0.29997,0.4682,0.23314,0.6929,0.6419,0.66912,0.36807,0.53287,0.70675,0.68603,0.000373,0.000373,0.000373
97,3555.1,0.30717,0.47475,0.24988,0.72349,0.64178,0.68614,0.37211,0.53034,0.68056,0.66724,0.0003664,0.0003664,0.0003664
98,3591.45,0.30405,0.47019,0.23539,0.69561,0.6799,0.69578,0.37385,0.54151,0.69695,0.698,0.0003598,0.0003598,0.0003598
99,3627.74,0.29243,0.444,0.23399,0.75201,0.64569,0.69718,0.37639,0.54573,0.6846,0.70878,0.0003532,0.0003532,0.0003532
100,3663.83,0.29665,0.44697,0.23061,0.70969,0.65464,0.67059,0.36613,0.53062,0.69398,0.69341,0.0003466,0.0003466,0.0003466
101,3700.14,0.29045,0.45571,0.231,0.69988,0.65732,0.66971,0.3685,0.53488,0.70958,0.67379,0.00034,0.00034,0.00034
102,3736.45,0.28539,0.45914,0.22318,0.71547,0.65531,0.6864,0.37846,0.53078,0.69575,0.6647,0.0003334,0.0003334,0.0003334
103,3772.7,0.29141,0.43728,0.23022,0.70606,0.63409,0.66954,0.37448,0.54775,0.71317,0.69957,0.0003268,0.0003268,0.0003268
104,3809,0.28813,0.44356,0.22721,0.68121,0.67945,0.68475,0.37292,0.54332,0.68459,0.68733,0.0003202,0.0003202,0.0003202
105,3845.2,0.2866,0.42903,0.21927,0.70148,0.64416,0.67545,0.36891,0.53403,0.71439,0.70441,0.0003136,0.0003136,0.0003136
106,3881.51,0.28181,0.44509,0.21858,0.73497,0.63654,0.69628,0.38442,0.53922,0.6796,0.66911,0.000307,0.000307,0.000307
107,3917.63,0.28102,0.42665,0.2175,0.72469,0.65609,0.68502,0.38612,0.53661,0.68887,0.65906,0.0003004,0.0003004,0.0003004
108,3953.73,0.28079,0.4311,0.21905,0.72418,0.64932,0.69067,0.38191,0.54134,0.70184,0.67603,0.0002938,0.0002938,0.0002938
109,3990.15,0.27967,0.42528,0.21834,0.73256,0.66571,0.6868,0.38107,0.54097,0.69433,0.69544,0.0002872,0.0002872,0.0002872
110,4027.03,0.28324,0.43235,0.21944,0.71086,0.66394,0.68214,0.37547,0.54888,0.67254,0.6999,0.0002806,0.0002806,0.0002806
111,4063.54,0.27343,0.42181,0.21142,0.75643,0.66755,0.70285,0.37784,0.54197,0.68901,0.70276,0.000274,0.000274,0.000274
112,4099.84,0.26993,0.40701,0.20797,0.72955,0.64696,0.68619,0.38109,0.54367,0.68354,0.69565,0.0002674,0.0002674,0.0002674
113,4136.3,0.27145,0.40626,0.20343,0.73701,0.66756,0.69841,0.39141,0.54907,0.66933,0.70191,0.0002608,0.0002608,0.0002608
114,4172.49,0.26715,0.4219,0.20576,0.70557,0.69243,0.70238,0.37785,0.5466,0.66783,0.69826,0.0002542,0.0002542,0.0002542
115,4208.64,0.26564,0.41285,0.20218,0.75235,0.64767,0.68605,0.37975,0.55121,0.69465,0.711,0.0002476,0.0002476,0.0002476
116,4244.97,0.26107,0.41764,0.20438,0.69967,0.65871,0.67372,0.37566,0.54844,0.71864,0.699,0.000241,0.000241,0.000241
117,4281.08,0.25991,0.42073,0.20053,0.67238,0.68114,0.67136,0.37399,0.54182,0.69792,0.70148,0.0002344,0.0002344,0.0002344
118,4317.34,0.26043,0.41601,0.19928,0.69015,0.64734,0.67189,0.37973,0.55422,0.68715,0.72464,0.0002278,0.0002278,0.0002278
119,4353.38,0.2633,0.40776,0.20564,0.764,0.65223,0.6963,0.37606,0.56652,0.6712,0.73783,0.0002212,0.0002212,0.0002212
120,4389.48,0.25185,0.39824,0.19458,0.76889,0.65409,0.70125,0.38687,0.55263,0.69544,0.70128,0.0002146,0.0002146,0.0002146
121,4425.84,0.26188,0.40922,0.19929,0.72274,0.65811,0.69479,0.37403,0.54947,0.69507,0.68789,0.000208,0.000208,0.000208
122,4461.98,0.25197,0.39973,0.18963,0.75572,0.62338,0.6899,0.37855,0.55236,0.6992,0.70672,0.0002014,0.0002014,0.0002014
123,4498.23,0.25082,0.38941,0.18523,0.68935,0.69369,0.70148,0.38523,0.55195,0.69321,0.71547,0.0001948,0.0001948,0.0001948
124,4534.32,0.24695,0.40337,0.19427,0.76101,0.65436,0.69846,0.38066,0.55118,0.68046,0.7177,0.0001882,0.0001882,0.0001882
125,4570.23,0.24422,0.39755,0.18564,0.71015,0.67783,0.69701,0.37997,0.55335,0.69138,0.70879,0.0001816,0.0001816,0.0001816
126,4606.55,0.24208,0.39619,0.1828,0.7368,0.67236,0.69634,0.37865,0.55588,0.6929,0.70263,0.000175,0.000175,0.000175
127,4642.65,0.24919,0.38446,0.18997,0.73066,0.64121,0.68701,0.37583,0.55479,0.70194,0.71837,0.0001684,0.0001684,0.0001684
128,4679.11,0.24111,0.37904,0.18524,0.72449,0.67115,0.68751,0.37561,0.55404,0.69613,0.73212,0.0001618,0.0001618,0.0001618
129,4715.2,0.23959,0.38446,0.18379,0.74365,0.67692,0.69483,0.38163,0.55517,0.68747,0.71322,0.0001552,0.0001552,0.0001552
130,4751.24,0.23874,0.38487,0.18088,0.72619,0.65528,0.68144,0.36679,0.56751,0.71068,0.74734,0.0001486,0.0001486,0.0001486
131,4787.54,0.2372,0.38097,0.18059,0.76015,0.66377,0.69338,0.37518,0.56198,0.69768,0.7468,0.000142,0.000142,0.000142
132,4823.68,0.23605,0.37991,0.18,0.73609,0.65456,0.6814,0.37144,0.55328,0.72588,0.71589,0.0001354,0.0001354,0.0001354
133,4859.91,0.23708,0.37782,0.18004,0.75088,0.67314,0.69627,0.37417,0.55895,0.69431,0.73519,0.0001288,0.0001288,0.0001288
134,4896.32,0.23659,0.37603,0.18254,0.71658,0.70061,0.69241,0.37489,0.55101,0.70635,0.73245,0.0001222,0.0001222,0.0001222
135,4932.42,0.22712,0.36764,0.17227,0.7358,0.68189,0.69453,0.38514,0.55544,0.68791,0.72279,0.0001156,0.0001156,0.0001156
136,4968.92,0.22859,0.36597,0.17553,0.73738,0.67165,0.68797,0.3796,0.5591,0.70658,0.74308,0.000109,0.000109,0.000109
137,5005.4,0.23088,0.37315,0.17204,0.74104,0.67153,0.68645,0.38186,0.54396,0.71083,0.69077,0.0001024,0.0001024,0.0001024
138,5041.78,0.23135,0.3777,0.1716,0.7549,0.66367,0.68548,0.38086,0.54144,0.71109,0.69212,9.58e-05,9.58e-05,9.58e-05
139,5078.62,0.2256,0.36596,0.16821,0.75173,0.63984,0.6754,0.3723,0.55228,0.70488,0.71401,8.92e-05,8.92e-05,8.92e-05
140,5114.81,0.22679,0.37018,0.1698,0.73613,0.66958,0.68259,0.38308,0.53876,0.73194,0.68999,8.26e-05,8.26e-05,8.26e-05
141,5152.43,0.17633,0.31479,0.16277,0.75447,0.6523,0.68743,0.38156,0.54802,0.72012,0.69575,7.6e-05,7.6e-05,7.6e-05
142,5189.27,0.17504,0.30297,0.16188,0.72048,0.67817,0.68797,0.37951,0.54558,0.72339,0.70386,6.94e-05,6.94e-05,6.94e-05
143,5226.51,0.1749,0.30073,0.1642,0.78481,0.64629,0.69118,0.38097,0.54444,0.70577,0.71682,6.28e-05,6.28e-05,6.28e-05
144,5263.32,0.1591,0.28085,0.14686,0.76751,0.65485,0.68646,0.37707,0.55511,0.71629,0.73595,5.62e-05,5.62e-05,5.62e-05
145,5300.16,0.15738,0.27981,0.14606,0.73598,0.6951,0.70007,0.38651,0.54399,0.71355,0.71915,4.96e-05,4.96e-05,4.96e-05
146,5337.19,0.1602,0.2811,0.14729,0.74646,0.68289,0.70514,0.38778,0.54917,0.69696,0.72424,4.3e-05,4.3e-05,4.3e-05
147,5373.99,0.15921,0.27661,0.14242,0.7322,0.67819,0.6965,0.38771,0.54793,0.71133,0.71291,3.64e-05,3.64e-05,3.64e-05
148,5411.11,0.15803,0.27804,0.14577,0.7259,0.67747,0.69312,0.38367,0.55348,0.71996,0.73319,2.98e-05,2.98e-05,2.98e-05
149,5448.07,0.15125,0.26511,0.13356,0.7443,0.67417,0.69378,0.38599,0.5525,0.71711,0.72508,2.32e-05,2.32e-05,2.32e-05
150,5484.99,0.14873,0.26352,0.12895,0.76184,0.65984,0.69426,0.38796,0.54825,0.71918,0.71611,1.66e-05,1.66e-05,1.66e-05
