epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.06405,3.41552,4.50631,4.11202,0.00062,0.1768,0.00838,0.00246,3.74835,4.77854,4.06529,0.000329114,0.000329114,0.000329114
2,16.9066,3.15122,4.11919,3.68678,0.54547,0.00973,0.01099,0.00237,3.30007,4.41198,3.73539,0.000658075,0.000658075,0.000658075
3,24.4212,2.84083,3.80445,3.28719,0.58907,0.11473,0.0659,0.03344,2.93746,8.8528,3.18974,0.000982636,0.000982636,0.000982636
4,32.0616,2.66709,3.55007,3.07577,0.45726,0.08569,0.0587,0.01873,2.63583,4.31838,3.05459,0.0009802,0.0009802,0.0009802
5,39.418,2.51461,3.27834,2.93313,0.43061,0.22233,0.05767,0.01618,2.61504,5.38282,2.92433,0.0009736,0.0009736,0.0009736
6,46.6921,2.41866,3.11226,2.82973,0.23891,0.15828,0.05614,0.0133,2.69401,3.86607,3.03066,0.000967,0.000967,0.000967
7,54.0166,2.32249,2.98545,2.7401,0.42824,0.22345,0.07266,0.02206,2.54445,4.28804,2.93609,0.0009604,0.0009604,0.0009604
8,61.3552,2.3192,2.90747,2.70314,0.39979,0.33524,0.24509,0.08413,2.26,3.02208,2.62014,0.0009538,0.0009538,0.0009538
9,69.0706,2.27883,2.78697,2.65294,0.38417,0.30091,0.23733,0.0902,2.29507,2.84516,2.56471,0.0009472,0.0009472,0.0009472
10,76.6312,2.16648,2.68424,2.56993,0.47331,0.22105,0.20453,0.07945,2.19612,3.01391,2.58151,0.0009406,0.0009406,0.0009406
11,83.9083,2.12388,2.6615,2.53453,0.40158,0.20293,0.20057,0.07619,2.26389,3.04292,2.60101,0.000934,0.000934,0.000934
12,91.2473,2.12333,2.57007,2.52673,0.26541,0.37611,0.27365,0.101,2.13155,2.87475,2.45685,0.0009274,0.0009274,0.0009274
13,98.7508,2.07118,2.53319,2.48233,0.30224,0.35843,0.26504,0.09887,2.17003,2.96234,2.55488,0.0009208,0.0009208,0.0009208
14,106.146,2.06047,2.47748,2.48073,0.13779,0.28115,0.11082,0.03488,2.44459,3.54963,2.92857,0.0009142,0.0009142,0.0009142
15,113.423,1.99568,2.37896,2.39102,0.46308,0.41763,0.37793,0.16614,1.9468,2.38445,2.27431,0.0009076,0.0009076,0.0009076
16,121.005,1.99211,2.40414,2.41859,0.21292,0.30867,0.21505,0.08536,2.29518,3.15275,2.65699,0.000901,0.000901,0.000901
17,128.246,1.94224,2.29675,2.34708,0.26004,0.29158,0.20013,0.07614,2.2162,3.05904,2.57252,0.0008944,0.0008944,0.0008944
18,135.615,1.93642,2.31258,2.34663,0.51417,0.29989,0.29759,0.12921,2.11914,2.68758,2.46933,0.0008878,0.0008878,0.0008878
19,142.876,1.90461,2.257,2.31275,0.64558,0.28332,0.31798,0.1421,2.0645,2.6757,2.45715,0.0008812,0.0008812,0.0008812
20,150.179,1.86905,2.21212,2.29276,0.30345,0.3359,0.28849,0.12553,2.16325,2.78772,2.46258,0.0008746,0.0008746,0.0008746
21,157.469,1.86649,2.17437,2.28281,0.66524,0.29128,0.33557,0.15167,2.07239,2.65839,2.4921,0.000868,0.000868,0.000868
22,164.783,1.87146,2.11574,2.25422,0.60713,0.41135,0.47851,0.22384,1.8857,1.95887,2.16442,0.0008614,0.0008614,0.0008614
23,172.449,1.8148,2.09055,2.22178,0.55244,0.38534,0.41469,0.19045,1.97654,2.2114,2.2614,0.0008548,0.0008548,0.0008548
24,179.716,1.80919,2.02658,2.21329,0.61893,0.2065,0.22095,0.09771,2.24839,3.09746,2.61721,0.0008482,0.0008482,0.0008482
25,186.953,1.7987,2.02798,2.21269,0.29167,0.36589,0.2659,0.1072,2.07464,2.70906,2.41318,0.0008416,0.0008416,0.0008416
26,194.251,1.79876,2.03165,2.21141,0.59536,0.44623,0.47082,0.21007,1.86143,2.10191,2.19462,0.000835,0.000835,0.000835
27,201.499,1.76134,2.00323,2.16268,0.6737,0.41692,0.50939,0.23898,1.84531,1.93576,2.15874,0.0008284,0.0008284,0.0008284
28,208.988,1.79839,2.0171,2.17209,0.54379,0.50678,0.52332,0.24605,1.83487,1.94312,2.11452,0.0008218,0.0008218,0.0008218
29,216.513,1.73817,1.93124,2.13747,0.6019,0.35798,0.36888,0.15162,2.14517,2.4649,2.45752,0.0008152,0.0008152,0.0008152
30,223.792,1.75889,1.93545,2.1536,0.62694,0.48802,0.53665,0.25193,1.81417,1.84733,2.10476,0.0008086,0.0008086,0.0008086
31,231.337,1.72922,1.91091,2.12347,0.61998,0.46984,0.5142,0.23985,1.85237,1.87591,2.15075,0.000802,0.000802,0.000802
32,238.608,1.723,1.89906,2.10733,0.61122,0.42428,0.43039,0.19541,1.9138,2.32213,2.23059,0.0007954,0.0007954,0.0007954
