epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,905.337,1.14135,0.98842,1.33004,0.66927,0.69065,0.71134,0.38233,1.59892,1.19204,1.6751,0.0002542,0.0002542,0.0002542
115,913.245,1.11488,0.97872,1.32374,0.68903,0.66872,0.70398,0.38449,1.59511,1.2017,1.6894,0.0002476,0.0002476,0.0002476
116,921.131,1.12331,1.00856,1.32811,0.65345,0.70733,0.72258,0.39467,1.57773,1.18878,1.6743,0.000241,0.000241,0.000241
117,928.97,1.12384,0.99918,1.32555,0.70648,0.67857,0.70843,0.38572,1.59363,1.20356,1.69969,0.0002344,0.0002344,0.0002344
118,936.854,1.12822,0.99036,1.33097,0.70128,0.68573,0.71783,0.39488,1.58118,1.18247,1.68327,0.0002278,0.0002278,0.0002278
119,944.889,1.11852,0.95826,1.32537,0.66436,0.69861,0.71193,0.38865,1.59281,1.20971,1.68416,0.0002212,0.0002212,0.0002212
120,952.778,1.10507,0.96322,1.31627,0.69421,0.68841,0.71154,0.38858,1.57019,1.20593,1.68882,0.0002146,0.0002146,0.0002146
121,960.614,1.12115,0.9627,1.32131,0.67256,0.68587,0.70333,0.3873,1.59779,1.22612,1.69396,0.000208,0.000208,0.000208
122,968.568,1.11193,0.95677,1.31252,0.6758,0.68497,0.72039,0.38767,1.58212,1.19164,1.679,0.0002014,0.0002014,0.0002014
123,976.452,1.08655,0.92471,1.28753,0.69098,0.67577,0.7151,0.38983,1.60078,1.20426,1.68912,0.0001948,0.0001948,0.0001948
124,984.338,1.1078,0.95847,1.32418,0.70925,0.67428,0.71273,0.3897,1.58961,1.19113,1.69009,0.0001882,0.0001882,0.0001882
125,992.216,1.08019,0.92275,1.30222,0.73194,0.66859,0.7184,0.39356,1.59493,1.18622,1.68194,0.0001816,0.0001816,0.0001816
126,1000.12,1.09321,0.93821,1.29991,0.72222,0.68944,0.72944,0.40534,1.57252,1.18799,1.67908,0.000175,0.000175,0.000175
127,1007.99,1.07155,0.91089,1.29459,0.69727,0.69469,0.73158,0.4,1.57677,1.19089,1.68697,0.0001684,0.0001684,0.0001684
128,1015.82,1.05448,0.90707,1.28639,0.67815,0.71561,0.73306,0.39315,1.57314,1.18664,1.69045,0.0001618,0.0001618,0.0001618
129,1023.69,1.07002,0.91246,1.29199,0.69513,0.68499,0.72383,0.3937,1.58063,1.17434,1.69817,0.0001552,0.0001552,0.0001552
130,1031.58,1.07245,0.92471,1.29608,0.66542,0.69606,0.70565,0.39658,1.58685,1.20327,1.67718,0.0001486,0.0001486,0.0001486
131,1039.67,1.05355,0.89293,1.28538,0.63862,0.71598,0.70911,0.38961,1.59362,1.19985,1.70228,0.000142,0.000142,0.000142
132,1047.49,1.07067,0.912,1.29015,0.68356,0.68411,0.71577,0.39712,1.58405,1.17701,1.70671,0.0001354,0.0001354,0.0001354
133,1055.37,1.05815,0.90821,1.28555,0.65998,0.67334,0.70852,0.39788,1.5825,1.18247,1.69659,0.0001288,0.0001288,0.0001288
